event_time,gen,vendor,role,device_name,syslog,card,unit_name,alarm_group,keyword,service_effect,after_action,action_result
2024-07-22 12:27:24,5G,Huawei,IVR,Device-07,4428 Jul 22 12:27:24.000 KST MINOR: PORT #7834 Base Port 7/4 Excess internal MAC TX errors detected Set,스위칭부,LC,SW,Packet loss,있음,"2024-07-22 13:27:24 - 조치: 모듈 고장으로 원격 리셋 수행
2024-07-22 18:27:24 - 조치: Heartbeat 실패로 재부팅 실시
2024-07-23 15:27:24 - 조치 완료",양호
2024-07-23 01:35:13,LTE,Huawei,IBRR,Device-13,"Device-13: Jul 23 01:35:13.000 emon_proxy: %INFRA- SHELF_MGR-6-SW_EVENT : Rcvd SW event HW_EVENT_POWERED_ON, event_reason_str 'Warm reset to recover from CPU machine check error condition' for card 0/2",광모듈,LC,HW,System reboot,있음,"2024-07-23 04:35:13 - 조치: 모듈 고장으로 원격 리셋 수행
2024-07-23 12:35:13 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-07-24 01:35:13 - 조치 완료",양호
2024-07-23 14:43:02,LTE,Huawei,IBR,Device-15,Device-15: Jul 23 14:43:02.000 card_mgr: %DRIVER- CARD_MGR-3-CPU_MCERR : CPU on 4/3 reporting a machine check error condition. Card will be auto reset to recover from this failure.,일체형,CSM,SW,CRC,있음,"2024-07-23 15:43:02 - 조치: CRC 발생으로 모니터링 강화
2024-07-23 22:43:02 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-07-24 02:43:02 - 조치 완료",양호
2024-07-24 03:50:51,LTE,Huawei,IVC,Device-05,Device-05 4/2/5 CRC Error,Power,SC,HW,Temperature alarm,있음,"2024-07-24 14:50:51 - 조치: 모듈 고장으로 원격 리셋 수행
2024-07-24 19:50:51 - 조치: Power supply 이상으로 전원 모듈 교체
2024-07-25 01:50:51 - 조치 완료",원격조치복구
2024-07-24 16:58:40,5G,Ciena,IVR,Device-01,Device-01: Jul 24 16:58:40.000 card_mgr: %DRIVER- CARD_MGR-3-CPU_MCERR : CPU on 7/5 reporting a machine check error condition. Card will be auto reset to recover from this failure.,I/O,CSM,HW,System reboot,Ring Open,"2024-07-24 22:58:40 - 조치: CRC 발생으로 모니터링 강화
2024-07-25 01:58:40 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-07-25 05:58:40 - 조치 완료",원격조치복구
2024-07-25 06:06:29,5G,Huawei,IVRR,Device-08,Device-08 %%23644 Jul 25 06:06:29.000 KST MINOR: PORT #8161 Base Port 9/4 SFF DDM (txOutputPower-low-warning) raised,I/O,IOM,SW,Module failure,없음,"2024-07-25 13:06:29 - 조치: CRC 발생으로 모니터링 강화
2024-07-25 16:06:29 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-07-25 16:06:29 - 조치 완료",자동복구
2024-07-25 19:14:18,5G,Cisco,IVRR,Device-09,54.159.45.199 6855: LC/0/2/CPU1: Jul 25 19:14:18.000 emon_proxy: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS TX FAULT LANE-0 :DECLARE :CPU1: Optics5/5/5,공통부,CSM,HW,Packet loss,Ring Open,"2024-07-25 21:14:18 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-07-25 23:14:18 - 조치: 온도 경고로 팬 모듈 교체
2024-07-26 11:14:18 - 조치 완료",양호
2024-07-26 08:22:07,5G,Ciena,IBRR,Device-25,Device-25: Jul 26 08:22:07.000 shelf_mgr: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 0/3. Reason: EOBC heartbeat failure,제어부,SC,SW,Temperature alarm,없음,"2024-07-26 18:22:07 - 조치: Power supply 이상으로 전원 모듈 교체
2024-07-26 22:22:07 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-07-27 11:22:07 - 조치 완료",유니트교체복구
2024-07-26 21:29:56,LTE,Nokia,IVC,Device-23,Device-23 %%74170 Jul 26 21:29:56.000 KST MINOR: PORT #5802 Base Port 8/3 SFF DDM (txOutputPower-low-warning) raised,일체형,FAN,HW,Module failure,있음,"2024-07-27 05:29:56 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-07-27 07:29:56 - 조치: Link down 발생, 교체 작업 수행
2024-07-27 13:29:56 - 조치 완료",양호
2024-07-27 10:37:45,LTE,Cisco,IBC,Device-06,Device-06: Jul 27 10:37:45.000 card_mgr: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 5/3. Reason: EOBC heartbeat failure,제어부,SC,SW,Link Down,Ring Open,"2024-07-27 15:37:45 - 조치: 인증 실패로 보안 설정 점검
2024-07-28 01:37:45 - 조치: Power supply 이상으로 전원 모듈 교체
2024-07-28 01:37:45 - 조치 완료",자동복구
2024-07-27 23:45:34,LTE,Ciena,L3SW,Device-30,Device-30 %%98338 Jul 27 23:45:34.000 KST MINOR: PORT #4459 Base Port 5/7 SFF DDM (txOutputPower-low-warning) raised,공통부,Power,SW,System reboot,있음,"2024-07-28 00:45:34 - 조치: 온도 경고로 팬 모듈 교체
2024-07-28 03:45:34 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-07-28 13:45:34 - 조치 완료",양호
2024-07-28 12:53:23,5G,Huawei,IVC,Device-17,Device-17: Jul 28 12:53:23.000 emon_proxy: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 1/1. Reason: EOBC heartbeat failure,광모듈,IOM,HW,CRC,Ring Open,"2024-07-28 22:53:23 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-07-28 23:53:23 - 조치: Heartbeat 실패로 재부팅 실시
2024-07-29 10:53:23 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-07-29 05:53:23 - 조치 완료",자동복구
2024-07-29 02:01:12,5G,Ciena,IBR,Device-12,Network element does not respond to SNMP requests,광모듈,FAN,HW,Packet loss,Ring Open,"2024-07-29 07:01:12 - 조치: 온도 경고로 팬 모듈 교체
2024-07-29 13:01:12 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-07-29 20:01:12 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-07-30 03:01:12 - 조치 완료",양호
2024-07-29 15:09:01,5G,Cisco,IBR,Device-15,NodeDown,일체형,Power,HW,Module failure,Ring Open,"2024-07-29 21:09:01 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-07-30 04:09:01 - 조치: Heartbeat 실패로 재부팅 실시
2024-07-29 17:09:01 - 조치 완료",유니트교체복구
2024-07-30 04:16:50,LTE,Huawei,IBRR,Device-02,Device-02 %%81469 Jul 30 04:16:50.000 KST MINOR: PORT #6643 Base Port 6/1 SFF DDM (txOutputPower-low-warning) raised,광모듈,SFP,HW,Authentication failure,없음,"2024-07-30 12:16:50 - 조치: 온도 경고로 팬 모듈 교체
2024-07-30 22:16:50 - 조치: Link down 발생, 교체 작업 수행
2024-07-30 19:16:50 - 조치 완료",유니트교체복구
2024-07-30 17:24:38,LTE,Huawei,IBR,Device-21,Device-21: Jul 30 17:24:38.000 shelf_mgr: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 2/1. Reason: EPC heartbeat failure,공통부,SC,HW,Link Down,Ring Open,"2024-07-31 00:24:38 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-07-31 06:24:38 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-07-31 09:24:38 - 조치 완료",양호
2024-07-31 06:32:27,LTE,Cisco,IVRR,Device-25,NodeDown,I/O,FAN,HW,Packet loss,Ring Open,"2024-07-31 16:32:27 - 조치: 인증 실패로 보안 설정 점검
2024-08-01 00:32:27 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-07-31 16:32:27 - 조치 완료",원격조치복구
2024-07-31 19:40:16,5G,Huawei,ROTN,Device-04,"Device-04: Jul 31 19:40:16.000 emon_proxy: %INFRA- SHELF_MGR-6-SW_EVENT : Rcvd SW event HW_EVENT_POWERED_ON, event_reason_str 'Power up after unexpected card reset' for card 0/5",I/O,SFP,SW,Module failure,Ring Open,"2024-08-01 01:40:16 - 조치: Link down 발생, 교체 작업 수행
2024-08-01 05:40:16 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-08-01 13:40:16 - 조치 완료",자동복구
2024-08-01 08:48:05,5G,Ciena,ROTN,Device-14,Device-14: Aug 01 08:48:05.000 optics_driver: %DRIVER- CARD_MGR-3-CPU_MCERR : CPU on 1/0 reporting a machine check error condition. Card will be auto reset to recover from this failure.,I/O,Power,HW,Heartbeat failure,없음,"2024-08-01 13:48:05 - 조치: CRC 발생으로 모니터링 강화
2024-08-01 16:48:05 - 조치: Power supply 이상으로 전원 모듈 교체
2024-08-01 17:48:05 - 조치: CRC 발생으로 모니터링 강화
2024-08-02 10:48:05 - 조치 완료",유니트교체복구
2024-08-01 21:55:54,5G,Nokia,Clock,Device-04,9963 Aug 01 21:55:54.000 KST MINOR: PORT #5540 Base Port 4/8 Excess internal MAC TX errors detected Set,공통부,FAN,SW,CRC,Ring Open,"2024-08-02 01:55:54 - 조치: Heartbeat 실패로 재부팅 실시
2024-08-02 11:55:54 - 조치: 온도 경고로 팬 모듈 교체
2024-08-02 12:55:54 - 조치 완료",자동복구
2024-08-02 11:03:43,5G,Cisco,IVC,Device-14,Device-14 9/5/3 CRC Error,제어부,IOM,HW,Network congestion,없음,"2024-08-02 22:03:43 - 조치: 모듈 고장으로 원격 리셋 수행
2024-08-03 06:03:43 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-08-03 01:03:43 - 조치 완료",양호
2024-08-03 00:11:32,5G,Nokia,IBC,Device-05,Device-05: Aug 03 00:11:32.000 card_mgr: %DRIVER- CARD_MGR-3-CPU_MCERR : CPU on 7/7 reporting a machine check error condition. Card will be auto reset to recover from this failure.,광모듈,FAN,HW,Power supply fault,없음,"2024-08-03 02:11:32 - 조치: CRC 발생으로 모니터링 강화
2024-08-03 03:11:32 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-08-03 13:11:32 - 조치 완료",유니트교체복구
2024-08-03 13:19:21,LTE,Cisco,Clock,Device-07,Network element does not respond to SNMP requests,I/O,Power,SW,System reboot,없음,"2024-08-03 19:19:21 - 조치: 인증 실패로 보안 설정 점검
2024-08-04 01:19:21 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-08-03 17:19:21 - 조치 완료",유니트교체복구
2024-08-04 02:27:10,5G,Huawei,IBC,Device-15,Device-15: Aug 04 02:27:10.000 shelf_mgr: %DRIVER- CARD_MGR-3-CPU_MCERR : CPU on 7/6 reporting a machine check error condition. Card will be auto reset to recover from this failure.,제어부,Power,SW,Packet loss,Ring Open,"2024-08-04 04:27:10 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-08-04 14:27:10 - 조치: Heartbeat 실패로 재부팅 실시
2024-08-04 21:27:10 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-08-04 10:27:10 - 조치 완료",양호
2024-08-04 15:34:59,LTE,Ciena,IVR,Device-13,NodeDown,I/O,CSM,HW,System reboot,없음,"2024-08-04 23:34:59 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-08-05 01:34:59 - 조치: 인증 실패로 보안 설정 점검
2024-08-05 11:34:59 - 조치: 모듈 고장으로 원격 리셋 수행
2024-08-05 10:34:59 - 조치 완료",양호
2024-08-05 04:42:48,5G,Nokia,IBR,Device-11,Device-11: Aug 05 04:42:48.000 shelf_mgr: %DRIVER- CARD_MGR-3-CPU_MCERR : CPU on 0/1 reporting a machine check error condition. Card will be auto reset to recover from this failure.,I/O,IOM,SW,Network congestion,있음,"2024-08-05 06:42:48 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-08-05 13:42:48 - 조치: 온도 경고로 팬 모듈 교체
2024-08-05 21:42:48 - 조치 완료",유니트교체복구
2024-08-05 17:50:37,LTE,Ciena,IVR,Device-08,Device-08 %%18882 Aug 05 17:50:37.000 KST MINOR: PORT #7891 Base Port 8/2 SFF DDM (txOutputPower-low-warning) raised,스위칭부,CSM,SW,Power supply fault,있음,"2024-08-05 19:50:37 - 조치: Heartbeat 실패로 재부팅 실시
2024-08-06 04:50:37 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-08-06 07:50:37 - 조치: Heartbeat 실패로 재부팅 실시
2024-08-06 10:50:37 - 조치 완료",자동복구
2024-08-06 06:58:26,5G,Huawei,Clock,Device-27,41.240.100.222 6199: LC/2/2/CPU3: Aug 06 06:58:26.000 shelf_mgr: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS TX FAULT LANE-1 :DECLARE :CPU3: Optics7/3/5,일체형,IOM,HW,Link Down,Ring Open,"2024-08-06 08:58:26 - 조치: Link down 발생, 교체 작업 수행
2024-08-06 15:58:26 - 조치: 온도 경고로 팬 모듈 교체
2024-08-07 01:58:26 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-08-06 20:58:26 - 조치 완료",양호
2024-08-06 20:06:15,5G,Cisco,IVRR,Device-07,Device-07: Aug 06 20:06:15.000 shelf_mgr: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 3/7. Reason: EPC heartbeat failure,Power,FAN,SW,Heartbeat failure,없음,"2024-08-07 01:06:15 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-08-07 03:06:15 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-08-07 07:06:15 - 조치 완료",양호
2024-08-07 09:14:04,LTE,Ciena,IBRR,Device-28,NodeDown,스위칭부,Power,HW,Packet loss,Ring Open,"2024-08-07 18:14:04 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-08-08 02:14:04 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-08-08 03:14:04 - 조치 완료",양호
2024-08-07 22:21:53,5G,Huawei,IBR,Device-19,Network element does not respond to SNMP requests,I/O,IOM,SW,Heartbeat failure,Ring Open,"2024-08-08 07:21:53 - 조치: Heartbeat 실패로 재부팅 실시
2024-08-08 18:21:53 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-08-08 09:21:53 - 조치 완료",양호
2024-08-08 11:29:41,LTE,Huawei,IBRR,Device-02,"Device-02: Aug 08 11:29:41.000 card_mgr: %INFRA- SHELF_MGR-6-SW_EVENT : Rcvd SW event SW_EVENT_LOG_REBOOT_REC, event_reason_str 'Power up after unexpected card reset' for card 0/4",Power,LC,SW,System reboot,없음,"2024-08-08 12:29:41 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-08-08 13:29:41 - 조치: Power supply 이상으로 전원 모듈 교체
2024-08-09 05:29:41 - 조치 완료",유니트교체복구
2024-08-09 00:37:30,LTE,Nokia,IBRR,Device-24,Network element does not respond to SNMP requests,스위칭부,CSM,SW,Packet loss,있음,"2024-08-09 01:37:30 - 조치: 인증 실패로 보안 설정 점검
2024-08-09 08:37:30 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-08-09 09:37:30 - 조치 완료",원격조치복구
2024-08-09 13:45:19,LTE,Huawei,L3SW,Device-25,9220 Aug 09 13:45:19.000 KST MINOR: PORT #3017 Base Port 7/9 Excess internal MAC TX errors detected Set,제어부,CSM,HW,System reboot,Ring Open,"2024-08-10 00:45:19 - 조치: 모듈 고장으로 원격 리셋 수행
2024-08-10 09:45:19 - 조치: 모듈 고장으로 원격 리셋 수행
2024-08-10 01:45:19 - 조치 완료",양호
2024-08-10 02:53:08,LTE,Nokia,L3SW,Device-14,Network element does not respond to SNMP requests,공통부,SFP,HW,Packet loss,있음,"2024-08-10 13:53:08 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-08-10 23:53:08 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-08-10 15:53:08 - 조치 완료",유니트교체복구
2024-08-10 16:00:57,LTE,Ciena,IVR,Device-11,"Device-11: Aug 10 16:00:57.000 shelf_mgr: %INFRA- SHELF_MGR-6-SW_EVENT : Rcvd SW event HW_EVENT_POWERED_ON, event_reason_str 'Power up after unexpected card reset' for card 5/0",광모듈,SC,HW,Temperature alarm,있음,"2024-08-11 01:00:57 - 조치: 온도 경고로 팬 모듈 교체
2024-08-11 09:00:57 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-08-11 20:00:57 - 조치: CRC 발생으로 모니터링 강화
2024-08-10 22:00:57 - 조치 완료",자동복구
2024-08-11 05:08:46,LTE,Huawei,IBC,Device-02,Device-02 %%83400 Aug 11 05:08:46.000 KST MINOR: PORT #3278 Base Port 4/2 SFF DDM (txOutputPower-low-warning) raised,공통부,CSM,HW,Power supply fault,있음,"2024-08-11 13:08:46 - 조치: 인증 실패로 보안 설정 점검
2024-08-11 21:08:46 - 조치: Link down 발생, 교체 작업 수행
2024-08-12 10:08:46 - 조치 완료",양호
2024-08-11 18:16:35,5G,Nokia,IVC,Device-30,Device-30: Aug 11 18:16:35.000 shelf_mgr: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 2/3. Reason: EPC heartbeat failure,제어부,Power,HW,Heartbeat failure,있음,"2024-08-11 20:16:35 - 조치: 온도 경고로 팬 모듈 교체
2024-08-11 23:16:35 - 조치: CRC 발생으로 모니터링 강화
2024-08-12 13:16:35 - 조치 완료",유니트교체복구
2024-08-12 07:24:24,5G,Cisco,IVC,Device-26,Network element does not respond to SNMP requests,일체형,FAN,HW,Link Down,Ring Open,"2024-08-12 09:24:24 - 조치: 온도 경고로 팬 모듈 교체
2024-08-12 12:24:24 - 조치: Power supply 이상으로 전원 모듈 교체
2024-08-12 19:24:24 - 조치 완료",유니트교체복구
2024-08-12 20:32:13,5G,Ciena,IBRR,Device-02,Device-02: Aug 12 20:32:13.000 optics_driver: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 3/5. Reason: Power failure detected,일체형,SFP,HW,Authentication failure,없음,"2024-08-13 00:32:13 - 조치: 온도 경고로 팬 모듈 교체
2024-08-13 11:32:13 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-08-13 17:32:13 - 조치 완료",유니트교체복구
2024-08-13 09:40:02,LTE,Huawei,IVRR,Device-06,"Device-06: Aug 13 09:40:02.000 optics_driver: %INFRA- SHELF_MGR-6-SW_EVENT : Rcvd SW event HW_EVENT_POWERED_ON, event_reason_str 'Power up after unexpected card reset' for card 3/7",제어부,SFP,HW,Heartbeat failure,있음,"2024-08-13 11:40:02 - 조치: Power supply 이상으로 전원 모듈 교체
2024-08-13 16:40:02 - 조치: 인증 실패로 보안 설정 점검
2024-08-14 11:40:02 - 조치 완료",자동복구
2024-08-13 22:47:51,5G,Cisco,IVRR,Device-05,92.152.223.197 4140: LC/2/0/CPU0: Aug 13 22:47:51.000 card_mgr: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS TX FAULT LANE-4 :DECLARE :CPU3: Optics5/2/6,광모듈,CSM,HW,Temperature alarm,있음,"2024-08-14 08:47:51 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-08-14 17:47:51 - 조치: 인증 실패로 보안 설정 점검
2024-08-14 13:47:51 - 조치 완료",양호
2024-08-14 11:55:40,5G,Ciena,IVRR,Device-04,Device-04: Aug 14 11:55:40.000 emon_proxy: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 7/4. Reason: Power failure detected,광모듈,LC,HW,Link Down,Ring Open,"2024-08-14 15:55:40 - 조치: Power supply 이상으로 전원 모듈 교체
2024-08-14 22:55:40 - 조치: 모듈 고장으로 원격 리셋 수행
2024-08-14 21:55:40 - 조치 완료",원격조치복구
2024-08-15 01:03:29,5G,Nokia,IBRR,Device-05,Device-05: Aug 15 01:03:29.000 emon_proxy: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 5/2. Reason: EOBC heartbeat failure,제어부,SC,SW,Packet loss,Ring Open,"2024-08-15 10:03:29 - 조치: Link down 발생, 교체 작업 수행
2024-08-15 11:03:29 - 조치: Heartbeat 실패로 재부팅 실시
2024-08-15 16:03:29 - 조치 완료",자동복구
2024-08-15 14:11:18,LTE,Huawei,IBRR,Device-25,Device-25 %%88848 Aug 15 14:11:18.000 KST MINOR: PORT #3242 Base Port 5/2 SFF DDM (txOutputPower-low-warning) raised,광모듈,IOM,SW,Heartbeat failure,있음,"2024-08-15 17:11:18 - 조치: 온도 경고로 팬 모듈 교체
2024-08-15 20:11:18 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-08-16 05:11:18 - 조치 완료",양호
2024-08-16 03:19:07,LTE,Ciena,IVR,Device-02,Device-02: Aug 16 03:19:07.000 optics_driver: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 5/1. Reason: EPC heartbeat failure,제어부,Power,SW,Authentication failure,있음,"2024-08-16 12:19:07 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-08-16 22:19:07 - 조치: Link down 발생, 교체 작업 수행
2024-08-16 15:19:07 - 조치 완료",양호
2024-08-16 16:26:56,LTE,Ciena,Clock,Device-11,Device-11: Aug 16 16:26:56.000 emon_proxy: %DRIVER- CARD_MGR-3-CPU_MCERR : CPU on 4/3 reporting a machine check error condition. Card will be auto reset to recover from this failure.,스위칭부,LC,HW,CRC,있음,"2024-08-16 17:26:56 - 조치: Link down 발생, 교체 작업 수행
2024-08-17 04:26:56 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-08-17 09:26:56 - 조치 완료",자동복구
2024-08-17 05:34:44,5G,Ciena,IBRR,Device-02,Device-02: Aug 17 05:34:44.000 optics_driver: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 6/6. Reason: EPC heartbeat failure,제어부,LC,HW,Authentication failure,Ring Open,"2024-08-17 09:34:44 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-08-17 17:34:44 - 조치: Power supply 이상으로 전원 모듈 교체
2024-08-17 16:34:44 - 조치 완료",양호
2024-08-17 18:42:33,5G,Nokia,IBRR,Device-09,1586 Aug 17 18:42:33.000 KST MINOR: PORT #9696 Base Port 9/4 Excess internal MAC TX errors detected Set,공통부,FAN,HW,Authentication failure,있음,"2024-08-18 02:42:33 - 조치: 인증 실패로 보안 설정 점검
2024-08-18 03:42:33 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-08-18 10:42:33 - 조치: CRC 발생으로 모니터링 강화
2024-08-18 02:42:33 - 조치 완료",유니트교체복구
2024-08-18 07:50:22,LTE,Cisco,IBR,Device-18,Device-18: Aug 18 07:50:22.000 emon_proxy: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 5/2. Reason: EOBC heartbeat failure,공통부,CSM,HW,CRC,있음,"2024-08-18 14:50:22 - 조치: CRC 발생으로 모니터링 강화
2024-08-18 22:50:22 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-08-18 19:50:22 - 조치 완료",원격조치복구
2024-08-18 20:58:11,LTE,Huawei,IBR,Device-07,Network element does not respond to SNMP requests,스위칭부,CSM,HW,Module failure,Ring Open,"2024-08-19 05:58:11 - 조치: 온도 경고로 팬 모듈 교체
2024-08-19 09:58:11 - 조치: 모듈 고장으로 원격 리셋 수행
2024-08-19 12:58:11 - 조치 완료",자동복구
2024-08-19 10:06:00,LTE,Huawei,IVC,Device-29,Device-29 7/8/9 CRC Error,제어부,Power,HW,System reboot,있음,"2024-08-19 15:06:00 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-08-19 20:06:00 - 조치: CRC 발생으로 모니터링 강화
2024-08-20 01:06:00 - 조치 완료",유니트교체복구
2024-08-19 23:13:49,LTE,Ciena,IBR,Device-20,NodeDown,I/O,CSM,SW,Power supply fault,없음,"2024-08-20 05:13:49 - 조치: 온도 경고로 팬 모듈 교체
2024-08-20 07:13:49 - 조치: Heartbeat 실패로 재부팅 실시
2024-08-20 13:13:49 - 조치 완료",원격조치복구
2024-08-20 12:21:38,5G,Cisco,IBRR,Device-24,"Device-24: Aug 20 12:21:38.000 optics_driver: %INFRA- SHELF_MGR-6-SW_EVENT : Rcvd SW event HW_EVENT_POWERED_ON, event_reason_str 'Power up after unexpected card reset' for card 6/0",광모듈,IOM,HW,Heartbeat failure,없음,"2024-08-20 17:21:38 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-08-21 01:21:38 - 조치: 온도 경고로 팬 모듈 교체
2024-08-21 03:21:38 - 조치 완료",원격조치복구
2024-08-21 01:29:27,5G,Nokia,IBR,Device-03,Device-03: Aug 21 01:29:27.000 shelf_mgr: %DRIVER- CARD_MGR-3-CPU_MCERR : CPU on 2/1 reporting a machine check error condition. Card will be auto reset to recover from this failure.,제어부,CSM,SW,Power supply fault,Ring Open,"2024-08-21 07:29:27 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-08-21 10:29:27 - 조치: Link down 발생, 교체 작업 수행
2024-08-21 17:29:27 - 조치 완료",양호
2024-08-21 14:37:16,LTE,Huawei,IBC,Device-21,"Device-21: Aug 21 14:37:16.000 card_mgr: %INFRA- SHELF_MGR-6-SW_EVENT : Rcvd SW event SW_EVENT_LOG_REBOOT_REC, event_reason_str 'Power up after unexpected card reset' for card 5/5",제어부,FAN,SW,Authentication failure,없음,"2024-08-21 22:37:16 - 조치: 온도 경고로 팬 모듈 교체
2024-08-22 09:37:16 - 조치: 인증 실패로 보안 설정 점검
2024-08-22 00:37:16 - 조치 완료",유니트교체복구
2024-08-22 03:45:05,LTE,Nokia,Clock,Device-04,NodeDown,공통부,FAN,HW,Module failure,있음,"2024-08-22 08:45:05 - 조치: Link down 발생, 교체 작업 수행
2024-08-22 14:45:05 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-08-22 20:45:05 - 조치 완료",자동복구
2024-08-22 16:52:54,LTE,Ciena,IVR,Device-28,"Device-28: Aug 22 16:52:54.000 shelf_mgr: %INFRA- SHELF_MGR-6-SW_EVENT : Rcvd SW event SW_EVENT_LOG_REBOOT_REC, event_reason_str 'Warm reset to recover from CPU machine check error condition' for card 4/6",Power,FAN,HW,System reboot,있음,"2024-08-22 18:52:54 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-08-23 00:52:54 - 조치: 모듈 고장으로 원격 리셋 수행
2024-08-23 03:52:54 - 조치: Power supply 이상으로 전원 모듈 교체
2024-08-23 16:52:54 - 조치 완료",양호
2024-08-23 06:00:43,LTE,Cisco,IBRR,Device-20,Device-20 6/5/5 CRC Error,광모듈,Power,SW,Power supply fault,없음,"2024-08-23 13:00:43 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-08-23 23:00:43 - 조치: 인증 실패로 보안 설정 점검
2024-08-23 21:00:43 - 조치 완료",자동복구
2024-08-23 19:08:32,LTE,Huawei,IVC,Device-04,Device-04: Aug 23 19:08:32.000 optics_driver: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 6/2. Reason: EPC heartbeat failure,제어부,SFP,HW,Power supply fault,Ring Open,"2024-08-24 00:08:32 - 조치: Heartbeat 실패로 재부팅 실시
2024-08-24 04:08:32 - 조치: CRC 발생으로 모니터링 강화
2024-08-24 07:08:32 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-08-24 11:08:32 - 조치 완료",양호
